"Weight","Element"
"0.003319","H"
"0.105320","C"
"0.499428","O"
"0.001411","Na"
"0.094200","Mg"
"0.007859","Al"
"0.042101","Si"
"0.002483","S"
"0.000523","Cl"
"0.009445","K"
"0.226317","Ca"
"0.001488","Ti"
"0.000512","Mn"
"0.005595","Fe"
