"Weight","Element"
"0.003585","H"
"0.311622","O"
"0.001195","Mg"
"0.004183","Al"
"0.010457","Si"
"0.107858","S"
"0.050194","Ca"
"0.047505","Fe"
"0.463400","Ba"
