"Weight","Element"
"0.000300","C"
"0.010000","Si"
"0.000450","P"
"0.000300","S"
"0.170000","Cr"
"0.020000","Mn"
"0.653950","Fe"
"0.120000","Ni"
"0.025000","Mo"
