"Weight","Element"
"0.010000","Mg"
"0.972000","Al"
"0.006000","Si"
"0.000880","Ti"
"0.001950","Cr"
"0.000880","Mn"
"0.004090","Fe"
"0.002750","Cu"
"0.001460","Zn"
