"Weight","Element"
"0.007500","H"
"0.055200","C"
"0.000200","N"
"0.484900","O"
"0.006300","Na"
"0.012500","Mg"
"0.021700","Al"
"0.155000","Si"
"0.001900","S"
"0.013700","K"
"0.230000","Ca"
"0.001000","Ti"
"0.010100","Fe"
