"Weight","Element"
"0.110667","H"
"0.125420","C"
"0.013280","N"
"0.737723","O"
"0.001840","Na"
"0.000150","Mg"
"0.003540","P"
"0.001770","S"
"0.002360","Cl"
"0.003100","K"
"0.000090","Ca"
"0.000050","Fe"
"0.000010","Zn"
