"Weight","Element"
"0.022803","B"
"0.471950","O"
"0.004895","F"
"0.007262","Na"
"0.014759","Mg"
"0.072536","Al"
"0.247102","Si"
"0.008127","K"
"0.143428","Ca"
"0.004400","Ti"
"0.002739","Fe"
