"Weight","Element"
"0.104166","H"
"0.092270","C"
"0.019940","N"
"0.773884","O"
"0.002260","Na"
"0.000110","Mg"
"0.001250","P"
"0.001460","S"
"0.002440","Cl"
"0.002080","K"
"0.000100","Ca"
"0.000020","Fe"
"0.000020","Zn"
