"Weight","Element"
"0.008485","H"
"0.050064","C"
"0.473483","O"
"0.024183","Mg"
"0.036063","Al"
"0.145100","Si"
"0.002970","S"
"0.001697","K"
"0.246924","Ca"
"0.011031","Fe"
