"Weight","Element"
"0.484170","O"
"0.027328","Na"
"0.004274","Mg"
"0.076188","Al"
"0.336169","Si"
"0.034144","K"
"0.012985","Ca"
"0.001795","Ti"
"0.000387","Mn"
"0.021555","Fe"
"0.001004","Pb"
