"Weight","Element"
"0.008564","H"
"0.009874","B"
"0.351537","O"
"0.001108","Na"
"0.002217","Mg"
"0.006146","Al"
"0.017733","Si"
"0.097028","S"
"0.085239","Ca"
"0.000101","Mn"
"0.010378","Fe"
"0.410076","Ba"
