"Weight","Element"
"0.001791","H"
"0.013652","C"
"0.519609","O"
"0.002969","Na"
"0.007240","Mg"
"0.025417","Al"
"0.366185","Si"
"0.000280","S"
"0.011628","K"
"0.039328","Ca"
"0.001199","Ti"
"0.010031","Fe"
"0.000671","Pb"
