"Weight","Element"
"0.011126","H"
"0.010316","B"
"0.374023","O"
"0.001113","Na"
"0.002023","Mg"
"0.013351","Al"
"0.015070","Si"
"0.090724","S"
"0.077576","Ca"
"0.000718","Ti"
"0.000405","Mn"
"0.018914","Fe"
"0.384643","Ba"
