"Weight","Element"
"0.119477","H"
"0.637240","C"
"0.007970","N"
"0.232333","O"
"0.000500","Na"
"0.000020","Mg"
"0.000160","P"
"0.000730","S"
"0.001190","Cl"
"0.000320","K"
"0.000020","Ca"
"0.000020","Fe"
"0.000020","Zn"
