"Weight","Element"
"0.101278","H"
"0.102310","C"
"0.028650","N"
"0.757072","O"
"0.001840","Na"
"0.000730","Mg"
"0.000800","P"
"0.002250","S"
"0.002660","Cl"
"0.001940","K"
"0.000090","Ca"
"0.000370","Fe"
"0.000010","Zn"
