"Weight","Element"
"0.004866","H"
"0.024487","Na"
"0.012944","Mg"
"0.028739","Al"
"0.140769","Si"
"0.686946","Ar"
"0.041645","K"
"0.021344","Ca"
"0.038259","Fe"
