"Weight","Element"
"0.005626","H"
"0.010449","B"
"0.339596","O"
"0.002311","F"
"0.012157","Na"
"0.002311","Mg"
"0.006430","Al"
"0.033256","Si"
"0.091932","S"
"0.001005","K"
"0.062896","Ca"
"0.000201","Mn"
"0.022003","Fe"
"0.006631","Zn"
"0.403195","Ba"
