"Weight","Element"
"0.015000","Mg"
"0.927000","Al"
"0.002830","Si"
"0.000850","Ti"
"0.000570","Cr"
"0.006000","Mn"
"0.002830","Fe"
"0.043500","Cu"
"0.001420","Zn"
