"Weight","Element"
"0.010240","H"
"0.378476","O"
"0.000904","Na"
"0.002309","Mg"
"0.005020","Al"
"0.013553","Si"
"0.076097","S"
"0.053910","Ca"
"0.001405","Mn"
"0.137135","Fe"
"0.320952","Ba"
