"Weight","Element"
"0.104472","H"
"0.232190","C"
"0.024880","N"
"0.630238","O"
"0.001130","Na"
"0.000130","Mg"
"0.001330","P"
"0.001990","S"
"0.001340","Cl"
"0.001990","K"
"0.000230","Ca"
"0.000050","Fe"
"0.000030","Zn"
