"Weight","Element"
"0.441115","O"
"0.021700","Na"
"0.041878","Mg"
"0.083934","Al"
"0.232811","Si"
"0.008920","K"
"0.068973","Ca"
"0.011151","Ti"
"0.001541","Mn"
"0.085141","Fe"
"0.002835","Pb"
