"Weight","Element"
"0.010957","H"
"0.008846","B"
"0.371431","O"
"0.001106","Na"
"0.001407","Mg"
"0.017692","Al"
"0.009650","Si"
"0.091074","S"
"0.055086","Ca"
"0.012766","Ti"
"0.001206","Mn"
"0.030860","Fe"
"0.387917","Ba"
