"Weight","Element"
"0.000650","C"
"0.003750","Al"
"0.006500","Si"
"0.000100","S"
"0.003750","Ti"
"0.210000","Cr"
"0.009750","Mn"
"0.435630","Fe"
"0.325000","Ni"
"0.004880","Cu"
