"Weight","Element"
"0.000500","H"
"0.179910","O"
"0.001999","Mg"
"0.004998","Al"
"0.013993","Si"
"0.001000","S"
"0.060970","Ca"
"0.015992","Mn"
"0.720640","Fe"
