"Weight","Element"
"0.010000","H"
"0.001000","C"
"0.529107","O"
"0.016000","Na"
"0.002000","Mg"
"0.033872","Al"
"0.337021","Si"
"0.013000","K"
"0.044000","Ca"
"0.014000","Fe"
