"Weight","Element"
"0.000800","C"
"0.010000","Si"
"0.000450","P"
"0.000300","S"
"0.170000","Cr"
"0.020000","Mn"
"0.680450","Fe"
"0.110000","Ni"
"0.004000","Nb"
"0.004000","Ta"
