"Weight","Element"
"0.100588","H"
"0.228250","C"
"0.046420","N"
"0.619002","O"
"0.000070","Na"
"0.000060","Mg"
"0.000330","P"
"0.001590","S"
"0.002670","Cl"
"0.000850","K"
"0.000150","Ca"
"0.000010","Fe"
"0.000010","Zn"
