"Weight","Element"
"0.005558","H"
"0.498076","O"
"0.017101","Na"
"0.002565","Mg"
"0.045746","Al"
"0.315092","Si"
"0.001283","S"
"0.019239","K"
"0.082941","Ca"
"0.012398","Fe"
