"Weight","Element"
"0.100637","H"
"0.107830","C"
"0.027680","N"
"0.754773","O"
"0.000750","Na"
"0.000190","Mg"
"0.001800","P"
"0.002410","S"
"0.000790","Cl"
"0.003020","K"
"0.000030","Ca"
"0.000040","Fe"
"0.000050","Zn"
