"Weight","Element"
"0.000005","Be"
"0.000280","Mg"
"0.939000","Al"
"0.052500","Si"
"0.001130","Ti"
"0.000280","Mn"
"0.004530","Fe"
"0.001700","Cu"
"0.000570","Zn"
