"Weight","Element"
"0.005597","H"
"0.007098","C"
"0.498049","O"
"0.009647","Na"
"0.014477","Mg"
"0.081529","Al"
"0.271661","Si"
"0.002404","S"
"0.035707","K"
"0.022162","Ca"
"0.003597","Ti"
"0.046646","Fe"
"0.001425","Pb"
