"Weight","Element"
"0.484345","O"
"0.007608","Na"
"0.010691","Mg"
"0.122125","Al"
"0.294194","Si"
"0.000113","P"
"0.020427","K"
"0.018957","Ca"
"0.004668","Ti"
"0.000064","Mn"
"0.036804","Fe"
