"Weight","Element"
"0.025000","Mg"
"0.892500","Al"
"0.002340","Si"
"0.001170","Ti"
"0.002300","Cr"
"0.001760","Mn"
"0.002930","Fe"
"0.016000","Cu"
"0.056000","Zn"
