"Weight","Element"
"0.003321","H"
"0.058563","O"
"0.001308","Mg"
"0.003321","Al"
"0.009157","Si"
"0.000503","S"
"0.039847","Ca"
"0.003522","Mn"
"0.880459","Fe"
