"Weight","Element"
"0.040000","Mg"
"0.946500","Al"
"0.002140","Si"
"0.000800","Ti"
"0.001500","Cr"
"0.004500","Mn"
"0.002680","Fe"
"0.000540","Cu"
"0.001340","Zn"
