"Weight","Element"
"0.002374","H"
"0.137678","O"
"0.003669","Mg"
"0.010358","Al"
"0.015753","Si"
"0.055675","Ca"
"0.015969","Ti"
"0.000647","V"
"0.757877","Fe"
